child_value,child_description,parent1,parent1_description,parent2,parent2_description,parent3,parent3_descriptin,parent4,parent4_description,parent5,parent5_description,parent6,parent6_description,parent7,parent7_description,parent8,parent8_description,parent9,parent9_description,le,danaos_co_code,database
4472,ABATAN SHIPPING (UK) LIMITED,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,UK-LE,2090,
4473,DANESTEAD SHIPPING (UK) LIMITED,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,UK-LE,2086,
4474,JAMRIS MARITIME (UK) LIMITED,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,UK-LE,2093,
4475,LATINA MARITIME (UK) LIMITED,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,UK-LE,2085,
4476,ODESSOS SHIPPING (UK) LIMITED,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,UK-LE,2088,
4477,SORLA SHIPPING INC ,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,UK-LE,2085,
4478,WHIT SHIPPING (UK) LIMITED,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,UK-LE,2091,
4479,WOODS FINANCE INC,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,UK-LE,46,QPSL
4481,ZIPTON SHIPPING (UK) LIMITED,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,UK-LE,2071,
4731,EPERLO ENTERPRISES INC. ,4730,EPERLO ENTERPRISES INC.-HOLDING COMPANY,4730,EPERLO ENTERPRISES INC.-HOLDING COMPANY,4730,EPERLO ENTERPRISES INC.-HOLDING COMPANY,4730,EPERLO ENTERPRISES INC.-HOLDING COMPANY,4730,EPERLO ENTERPRISES INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,UK-LE,none,
4741,EASTERN PACIFIC SHIPPING (UK) LIMITED,4730,EPERLO ENTERPRISES INC.-HOLDING COMPANY,4730,EPERLO ENTERPRISES INC.-HOLDING COMPANY,4730,EPERLO ENTERPRISES INC.-HOLDING COMPANY,4730,EPERLO ENTERPRISES INC.-HOLDING COMPANY,4730,EPERLO ENTERPRISES INC.-HOLDING COMPANY,4470,WOODS MARITIME INC.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,UK-LE,40,QPSL
4761,SCOTTON HOLDINGS INC.,4760,SCOTTON HOLDINGS INC.-HOLDING COMPANY,4760,SCOTTON HOLDINGS INC.-HOLDING COMPANY,4760,SCOTTON HOLDINGS INC.-HOLDING COMPANY,4760,SCOTTON HOLDINGS INC.-HOLDING COMPANY,4750,GLENMILL HOLDINGS INC.-HOLDING COMPANY ,4470,WOODS MARITIME INC.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,UK-LE,47,QPSL
4762,BREEZA SEA CARRIERS SHIPPING (UK) LIMITED,4760,SCOTTON HOLDINGS INC.-HOLDING COMPANY,4760,SCOTTON HOLDINGS INC.-HOLDING COMPANY,4760,SCOTTON HOLDINGS INC.-HOLDING COMPANY,4760,SCOTTON HOLDINGS INC.-HOLDING COMPANY,4750,GLENMILL HOLDINGS INC.-HOLDING COMPANY ,4470,WOODS MARITIME INC.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,UK-LE,2075,
4763,MERMAN SHIPPING (UK) LIMITED ,4760,SCOTTON HOLDINGS INC.-HOLDING COMPANY,4760,SCOTTON HOLDINGS INC.-HOLDING COMPANY,4760,SCOTTON HOLDINGS INC.-HOLDING COMPANY,4760,SCOTTON HOLDINGS INC.-HOLDING COMPANY,4750,GLENMILL HOLDINGS INC.-HOLDING COMPANY ,4470,WOODS MARITIME INC.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,UK-LE,2079,
4771,TRANDORA HOLDINGS LTD.,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,none,
4781,QPS CHEMTANK HOLDINGS INC,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,none,
4782,EASTERN PACIFIC CHARTERING (15) INC,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2167,
4783,EASTERN PACIFIC CHARTERING (18) INC,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2174,
4784,EASTERN PACIFIC CHARTERING (24) INC,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2182,
4785,EASTERN PACIFIC CHARTERING (25) INC,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2183,
4786,EASTERN PACIFIC CHARTERING (26) INC,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2184,
4787,EASTERN PACIFIC CHARTERING (27) INC,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2185,
4788,EVTOR SHIPPING INC,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2066,
4789,FELTIED SHIPPING INC,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2062,
4791,JENA MARITIME INC.,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2150,
4792,NITIZO MARINE LTD.,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2067,
4793,SEBRINK MARINE INC.,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2065,
4794,TRIMINY SHIPPING LTD ,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2167,
4991,VAZOPE MARITIME SINGAPORE PTE. LTD.,4990,VAZOPE MARITIME S.A.-HOLDING COMPANY,4990,VAZOPE MARITIME S.A.-HOLDING COMPANY,4990,VAZOPE MARITIME S.A.-HOLDING COMPANY,4990,VAZOPE MARITIME S.A.-HOLDING COMPANY,4780,QPS CHEMTANK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2158,
5001,QPS DRY BULK HOLDINGS INC,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,none,
5002,BARCAS SHIPPING (NO.2) INC.,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2050,
5003,BART MARITIME (NO.2) INC.,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2048,
5004,BERDE SHIPPING (NO.2) INC.,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2045,
5005,CISSLOW SHIPPING INC,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2013,
5006,DRESTO SHIPPING INC,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2016,
5007,EASTERN PACIFIC CHARTERING (1) INC,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2135,
5008,EASTERN PACIFIC CHARTERING (2) INC,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2136,
5009,EASTERN PACIFIC CHARTERING (3) INC,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2137,
5011,EASTERN PACIFIC CHARTERING (4) INC,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2138,
5012,EASTERN PACIFIC CHARTERING (5) INC,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2139,
5013,EASTERN PACIFIC CHARTERING (9) INC,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2141,
5014,EASTERN PACIFIC CHARTERING (21) INC,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,none,
5015,FINEWON SHIPPING INC,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2060,
5016,GELLAP MARINE LTD.,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2032,
5017,GRASO SHIPPING LIMITED ,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2030,
5018,KERNA MARINE LTD,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,5000,QPS DRY BULK HOLDINGS INC-HOLDING COMPANY,4770,TRANDORA HOLDINGS LTD.-HOLDING COMPANY,4000,QUANTUM PACIFIC SHIPPING LIMITED-HOLDING COMPANY,T,TOTAL OF ALL COMPANIES,T,TOTAL OF ALL COMPANIES,SG-LE,2196,
